bugID,component,component0Days,component1Days,component3Days,component7Days,component14Days,component30Days,reporterEmail,assigneeEmail,assigneeEmail0Days,assigneeEmail1Days,assigneeEmail3Days,assigneeEmail7Days,assigneeEmail14Days,assigneeEmail30Days,os,os0Days,os1Days,os3Days,os7Days,os14Days,os30Days,platform,platform0Days,platform1Days,platform3Days,platform7Days,platform14Days,platform30Days,milestone,milestone0Days,milestone1Days,milestone3Days,milestone7Days,milestone14Days,milestone30Days,nrKeywords,nrDependentBugs,peopleCC,nrPeopleCC0Days,nrPeopleCC1Days,nrPeopleCC3Days,nrPeopleCC7Days,nrPeopleCC14Days,nrPeopleCC30Days,opened,hoursOpenedBeforeNextRelease,lastModified,priority,priority0Days,priority1Days,priority3Days,priority7Days,priority14Days,priority30Days,severity,severity0Days,severity1Days,severity3Days,severity7Days,severity14Days,severity30Days,resolution,resolution0Days,resolution1Days,resolution3Days,resolution7Days,resolution14Days,resolution30Days,firstFix,lastFix,hoursLastFixBeforeNextRelease,hoursLastFixAfterPreviousRelease,status,status0Days,status1Days,status3Days,status7Days,status14Days,status30Days,firstActivity,nrActivities,nrActivities0Days,nrActivities1Days,nrActivities3Days,nrActivities7Days,nrActivities14Days,nrActivities30Days,lastResolution,nrComments,nrComments0Days,nrComments1Days,nrComments3Days,nrComments7Days,nrComments14Days,nrComments30Days,hoursToLastFix,hoursToLastResolution,monthOpened,yearOpened,monthYearOpened,filter_$,hTLFix2Bins0Days,hTLFix2Bins1Days,hTLFix2Bins3Days,hTLFix2Bins7Days,hTLFix2Bins14Days,hTLFix2Bins30Days,PredictedProbability_1,PredictedProbability_2,PredictedProbability_1_1,PredictedProbability_2_1,PredictedProbability_1_2,PredictedProbability_2_2,PredictedProbability_1_3,PredictedProbability_2_3,PredictedProbability_1_4,PredictedProbability_2_4,PredictedProbability_1_5,PredictedProbability_2_5,monthYearLastFixed
139045,documentation,gnome-volume-control,documentation,documentation,documentation,documentation,documentation,chris@cvine.freeserve.co.uk,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,---,HEAD,HEAD,HEAD,HEAD,0.8.2,0,0,1,0,0,0,0,0,0,4/4/04 16:44,3199.2666,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,4/18/04 18:37,4/18/04 18:37,2861.3774,809.6225,RESOLVED,UNCONFIRMED,NEW,NEW,NEW,NEW,RESOLVED,4/4/04 19:51,15,0,10,10,10,11,14,4/18/04 18:37,13,0,8,8,8,9,10,337.883333,337.883333,4,2004,2004- 4,0,2,1,1,1,1,1,0,1,0.454545,0.545455,1,0,0.329545,0.670455,0.583658,0.416342,#NULL!,#NULL!,2004- 4
140844,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,zaheermerali@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,HEAD,HEAD,HEAD,0.8.2,0.8.2,0,0,0,0,0,0,0,0,0,4/22/04 13:39,2770.35,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/22/04 16:05,4/22/04 16:05,2767.9036,903.0964,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/22/04 16:05,3,0,2,2,2,3,3,4/22/04 16:05,3,0,3,3,3,3,3,2.433333,2.433333,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
140845,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,zaheermerali@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.8,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,1,0,0,0,0,0,0,0,0,4/22/04 13:52,2770.1333,1/9/05 14:53,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1/9/05 14:53,1/9/05 14:53,3800.1125,3519.8875,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,NEW,5/21/04 14:38,7,0,0,0,0,0,2,1/9/05 14:53,4,0,2,2,2,2,2,6289.016667,6289.016667,4,2004,2004- 4,1,2,2,2,2,2,2,0.578512,0.421488,0.500726,0.499274,0.568539,0.431461,0.550152,0.449848,0.583658,0.416342,0.512126,0.487874,2005- 1
140594,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),sebas642@yahoo.ca,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,HEAD,HEAD,HEAD,0.8.2,0.8.2,0,0,0,0,0,0,0,0,0,4/20/04 13:37,2818.3833,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/20/04 19:40,4/20/04 19:40,2812.3286,858.6714,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/20/04 19:40,3,0,2,2,2,3,3,4/20/04 19:40,3,0,3,3,3,3,3,6.05,6.05,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
137279,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),t.i.m@zen.co.uk,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.1,HEAD,HEAD,HEAD,HEAD,HEAD,0.8.1,0,0,0,0,0,0,0,0,0,3/15/04 19:10,4.833334,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,#NULL!,#NULL!,FIXED,FIXED,FIXED,3/21/04 3:23,3/21/04 3:23,3547.613,123.38694,RESOLVED,NEW,NEW,NEW,RESOLVED,RESOLVED,RESOLVED,3/17/04 23:28,4,0,0,1,3,3,4,3/21/04 3:23,4,0,2,3,4,4,4,128.216667,128.216667,3,2004,2004- 3,0,2,1,1,1,1,1,0.291667,0.708333,0.500726,0.499274,0.568539,0.431461,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 3
138564,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,kimwroblewski@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.1,HEAD,HEAD,HEAD,HEAD,HEAD,0.8.1,0,0,0,0,0,0,0,0,0,3/30/04 23:39,3312.3499,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,4/21/04 2:36,4/21/04 2:36,2805.3867,865.61334,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,4/15/04 12:15,4,0,0,0,0,0,4,4/21/04 2:36,3,0,1,1,1,1,2,506.95,506.95,3,2004,2004- 3,0,2,2,1,1,1,1,0.291667,0.708333,0.383392,0.616608,0.429703,0.570297,0.428161,0.571839,0.426357,0.573643,#NULL!,#NULL!,2004- 4
139588,gst-plugins,gnome-volume-control,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,sjh4069@cis.ksu.edu,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,gnome-media-maint@gnome.bugs,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.5,---,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,0,0,0,4/9/04 15:53,3080.1167,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10/1/04 11:08,10/1/04 11:08,6204.8506,1115.1492,RESOLVED,UNCONFIRMED,NEW,NEW,NEW,NEW,NEW,4/9/04 17:09,10,0,6,6,6,6,6,10/1/04 11:08,7,0,2,2,2,2,2,4195.25,4195.25,4,2004,2004- 4,1,2,2,2,2,2,2,0,1,0,1,0,1,0.329545,0.670455,0.583658,0.416342,0.512126,0.487874,2004-10
140360,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),diego@pemas.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,NONE,HEAD,HEAD,HEAD,HEAD,HEAD,NONE,0,0,0,0,0,0,0,0,0,4/17/04 21:49,2882.1833,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,FIXED,FIXED,FIXED,4/21/04 18:21,4/21/04 18:21,2789.6375,881.3625,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,4/21/04 18:21,3,0,0,0,2,2,3,4/21/04 18:21,5,0,2,2,5,5,5,92.533333,92.533333,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,0.500726,0.499274,0.568539,0.431461,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
140878,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,bugs@prettypeople.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2,0,0,0,0,0,0,0,0,0,4/22/04 20:52,2763.1335,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/23/04 0:49,4/23/04 0:49,2759.18,911.82,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/22/04 20:54,4,0,4,4,4,4,4,4/23/04 0:49,4,0,4,4,4,4,4,3.95,3.95,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
137552,gst-ffmpeg,gst-ffmpeg,gst-ffmpeg,gst-ffmpeg,gst-ffmpeg,gst-ffmpeg,gst-ffmpeg,ds@schleef.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.3,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,0,0,0,0,0,0,0,3/18/04 2:29,3620.5166,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11/6/04 22:57,11/6/04 22:57,5328.0376,1991.9622,RESOLVED,NEW,NEW,NEW,NEW,NEW,NEW,4/15/04 14:17,4,0,0,0,0,0,1,11/6/04 22:57,2,0,1,1,1,1,1,5612.466667,5612.466667,3,2004,2004- 3,1,2,2,2,2,2,2,0.291667,0.708333,0.383392,0.616608,0.181818,0.818182,0.394928,0.605072,0.379913,0.620087,0.38247,0.61753,2004-11
138321,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,Uraeus@linuxrising.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.1,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,1,1,1,3/28/04 9:35,3374.4167,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4/29/04 1:06,4/29/04 1:06,2614.8987,1056.1014,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,3/31/04 21:45,7,0,0,0,3,3,4,4/29/04 1:06,4,0,2,2,3,3,3,759.516667,759.516667,3,2004,2004- 3,1,2,2,2,1,1,1,0.291667,0.708333,0.500726,0.499274,0.568539,0.431461,0.550152,0.449848,0.583658,0.416342,0.512126,0.487874,2004- 4
137042,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,thaytan@mad.scientist.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.0,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,0,0,0,0,0,0,0,3/13/04 6:06,65.9,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,3/13/04 10:01,3/13/04 10:01,61.967777,3443.0322,RESOLVED,NEW,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/13/04 10:01,3,0,2,2,2,2,2,3/13/04 10:01,2,0,2,2,2,2,2,3.916667,3.916667,3,2004,2004- 3,0,1,1,1,1,1,1,0.291667,0.708333,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 3
138836,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),leroutier@gmail.com,thomas@apestaart.org,gstreamer-maint@bugzilla.gnome.org,thomas@apestaart.org,thomas@apestaart.org,thomas@apestaart.org,thomas@apestaart.org,thomas@apestaart.org,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,1,1,1,1,1,4/2/04 9:54,3254.0999,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5/2/04 15:22,5/2/04 15:22,2528.6235,1142.3763,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,4/2/04 10:18,6,0,3,3,3,3,3,5/2/04 15:22,8,0,6,6,6,6,6,725.466667,725.466667,4,2004,2004- 4,1,2,2,2,1,1,1,0.133333,0.866667,0,1,0,1,0.550152,0.449848,1,0,1,0,2004- 5
137556,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,sourav@sourav.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.1,HEAD,HEAD,HEAD,HEAD,HEAD,0.8.1,0,0,0,0,0,0,0,0,0,3/18/04 3:53,3619.1167,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,3/21/04 2:55,3/21/04 2:55,3548.0696,122.93056,RESOLVED,NEW,NEW,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/21/04 2:55,3,0,0,2,2,2,3,3/21/04 2:55,5,0,3,5,5,5,5,71.033333,71.033333,3,2004,2004- 3,0,1,1,1,1,1,1,0.291667,0.708333,0.500726,0.499274,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 3
138846,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,ensonic@sonicpulse.de,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.1,HEAD,HEAD,0.8.1,0.8.1,0.8.1,0.8.1,0,0,0,0,0,0,0,0,0,4/2/04 13:46,3250.2334,12/22/04 21:47,P3,P3,P3,P3,P3,P3,P3,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,4/5/04 13:43,4/5/04 13:43,3178.2742,492.72583,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/5/04 13:43,4,0,0,4,4,4,4,4/5/04 13:43,2,0,1,2,2,2,2,71.95,71.95,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,0.383392,0.616608,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
140128,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,leroutier@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.5,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,0,0,0,0,0,0,0,4/15/04 7:30,2944.5,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10/29/04 11:47,10/29/04 11:47,5532.2056,1787.7944,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,4/15/04 9:28,5,0,2,2,2,2,2,10/29/04 11:47,2,0,1,1,1,1,1,4732.283333,4732.283333,4,2004,2004- 4,1,2,2,2,2,2,2,0.578512,0.421488,0.383392,0.616608,0.429703,0.570297,0.428161,0.571839,0.426357,0.573643,0.38247,0.61753,2004-10
140384,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,jmmv@NetBSD.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,HEAD,0.8.2,0.8.2,0.8.2,0.8.2,0,0,0,0,0,0,0,0,0,4/18/04 10:25,2869.5833,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,4/21/04 0:30,4/21/04 0:30,2807.4905,863.50946,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/21/04 0:30,3,0,0,3,3,3,3,4/21/04 0:30,3,0,2,3,3,3,3,62.083333,62.083333,4,2004,2004- 4,0,1,1,1,1,1,1,0.578512,0.421488,0.500726,0.499274,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2004- 4
140640,gst-plugins,don't know,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,kir@sacred.ru,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.2,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,0,0,0,0,0,0,0,4/20/04 20:27,2811.5498,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,5/16/04 23:31,5/16/04 23:31,2184.4817,1486.5183,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,4/21/04 0:25,5,0,2,2,2,2,4,5/16/04 23:31,8,0,4,4,4,5,8,627.066667,627.066667,4,2004,2004- 4,0,2,2,1,1,1,1,0.578512,0.421488,0.500726,0.499274,0.568539,0.431461,0.550152,0.449848,0.583658,0.416342,#NULL!,#NULL!,2004- 5
140897,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,gst-plugins,spyder@matroska.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.8.4,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,0,0,0,0,0,0,0,4/23/04 1:04,2758.9333,12/22/04 21:47,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8/26/04 11:26,8/26/04 11:26,7068.563,251.4375,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,8/26/04 11:26,3,0,0,0,0,0,0,8/26/04 11:26,2,0,1,1,1,1,1,3010.366667,3010.366667,4,2004,2004- 4,1,2,2,2,2,2,2,0.578512,0.421488,0.383392,0.616608,0.429703,0.570297,0.428161,0.571839,0.426357,0.573643,0.38247,0.61753,2004- 8
